63849;A2HW4GC6H0L2LR;An American city
38733;A3DARCASY3QSUW;Wilmington, DE USA
193509;A35RLO0D7DWL50;U.S.
7480;A2G9DGP3L4JGV1;richmond, surrey United Kingdom
64211;A3R6XTCAE182S;Washington DC Metro Area, US
11358;A1XH4KDR90ZMIV;Toronto, Ontario
125217;A1G0RWUE33DTF; 
61307;A2LUOIX4PCCS2Y;California
98615;A12HMUGRPLIKNJ;Anchor Point, AK United States
139392;AYQY3RB33F4J6;Brisbane, Queensland Australia
22143;A2TGFURT008O0A; 
18754;ATJ34LS4LMSNO;Beauharnois, Quebec Canada
74187;A3JJYTVBSP7YXR;Web editor in Ferndale, MI USA
16633;A3RXXDCXJA1XIO;Lexington, MA USA
22148;A28YUE4W2CWV4Q;Detroit, MI
162580;A3D0SJCJFI68WD;San Francisco, California United States
45047;A3L9ITICJRQWT9;South Miami Beach, Florida
106184;A34VFIXBPUCAWM;USA
19180;A1JCRQWR3Z6OME;Afton, Tn
54823;A238LQE629J4NV;Richmond, VA United States
113953;A2EB440PC5PMIS;Columbus, Ohio USA
209809;A2P4JR4BNBS9RW;Wiscasset, ME United States
186828;AAM8515FE2SOC;Seoul,Korea
160702;AZHQOCOLIZAAM;Bristol, England
83357;A212UN6M93BLRZ;Palo Alto, CA USA
255256;A36MEL70EEFBFS;Riverview, FL  USA
455030;A3CLIVSTGWO5ZS; 
32171;A1I4UVLBIJS3PE;Boston, MA United States
54914;A3C2ED485O47L;San Francisco
14592;A2Y1PCZ8MBRI5A;Feminacentric America
720;A30851RPTL4ORK; 
92234;A2JMU71JFTQ12I;Philadelphia
6541;AM836D28P0EEU;Brooklyn, NY USA
119665;A2Z7HMXZ7CJ6TN;Newport Beach, California
32994;A32UVORM7873FP;Nebraska
82948;A2I1BZGK92F7JY;Gloucester City, NJ United States
21060;A2QDJAUK6YRLZA;East Windsor, NJ
22520;A2QN6WUEPY82P2;League City, TX United States
27090;A2TJWNRBBU82FQ;London
14073;A1G3TE56DN52ME; 
55581;AJX0Q5B0QEP57;S.Pasadena, Ca.
6637;A3ODGAW5Z2EJ1M;Greenville, NC
136947;A3B09POKUNMFV3;Williamsburg, VA United States
186116;ACDZDAW1ZJ304;London, England
36766;A2HG40OW4FLMBZ; 
2306;A2THU56YB588IA;Colorado Springs, CO United States
20621;A2J6BOP8NKA3QL;el paso texas
209619;AMOOD7BSBIBXY;El Dorado Hills, CA United States
43173;A47V1VCGSA6P5;Oakley, California United States
75861;A2GHBIIGL5KYZG;the United States
33703;A31CWVNVR0IL9A;Cincinnati, OH USA
91027;A1AD0F5AOIAPJY;Finneytown, Ohio United States
137066;A110LZFBUFYWN7;Fresno, California, United States
54147;ATKI8APA6O6P9;Sydney, Australia
89182;A25ZY4LDFBOXFP;Lebanon, MO USA
37480;A26W10N6HVB0ZY;Cambridge UK and Richmond VA
7743;A2OJH3S0SUNVGE;Eastern Liberal Haven
4769;A2G8JETF10TUQ7;East Coast, USA
12044;A23ZP02F085DFQ; 
490;AYKELBZM1SH87;Toronto, Ontario Canada
181414;A1K78HOPI6LWMQ;Illinois/Iowa/Arizona, USA
13302;A20MBUOT9S7AEP;Chicago
110732;AGTFT7THB2H67; 
12547;A7DYJO4UV51SJ;Emigrant, MT United States
47962;A1GC7GB3J0N0U9;Honolulu, HI USA
28036;A1KQT78NCEACNR;TN United States
67829;A3D61I5DB60AWI;Houston TX
248670;A1RHYINEHSARUN;Exeter
66179;AIGIOGRIES1IK; 
5024;A2BT578J4IZOK6; 
10521;A2JGO57QEMUE7W;Moscow, Russia
14075;A1FP2LA6M2OJX0;SoJo, Utah, USA
394318;A3HD5UHAX4IJ18;Ohio, USA
48306;A2TI67VB6TDWF5;Silver Spring, MD USA
59045;A3T69POTR8R107; 
42921;A2878MVB1XAOR9; 
123674;AUO5SZSK6P4CD;Addison, IL United States
7242;A2S3FV6FQERRHL; 
39543;AKQFIKZNANJV3;Minot, North Dakota USA
60652;A2Z2MUZ76N5EY7;Cape Cod, Massachusetts, United States
215851;AVSQCYFPOXOEK;NJ
8179;A1SIKR1LWVAV;Atlanta
160614;A1OSKPZJFZAW7Y;CA United States
6256;A38NQGQW63IQJJ;Earth
154633;A2VV0TJNJT9D3O;FL United States
48012;A3F27MY9CR0BE2;Forest Hills, NY United States
64052;A4TBKGZRIXFYB;Nashville, TN USA
55358;AXWEQGFMF317A;PHILADELPHIA, PA USA
8014;A15XY6GGKD3B6D;North Little Rock, AR
127519;A11617B1NW474D;Raytown, Missouri United States
72166;A2233FJA4QHDWS;Mansfield, MA
7644;A3BXPW5YIR4A52; 
991;AX8SWWB9837TA;Austin, Texas
9788;APOF0G3CUSYKC;Ann Arbor, Michigan United States
85714;A2FISJUY9U02T0;Illinois USA
14162;A39476Z41H9VK3; 
147289;A2A5A5WQHT51G8;Kansas City, Kansas USA
122885;A2IUOJVG32WJOR;Perth, Australia
153482;A2VVOAR8QQIAVS;Ohio, USA
608;A2BKCDJ6KOZMFS;Newark, NJ
226443;A1QPP44W3CISK1;Moo Hampshire, USA
285258;A2VO1932X86W2G;Conway, AR United States
73718;AGRSO8PYLOI7J;The Overthere
130758;AD2SEO6O4SOLT; 
57334;A33R25TC94WLEZ; 
56175;A1ZQTOILE2R1S6;Atlanta GA
54679;A14XSDTJ3CNOD7;ROCHESTER, NY
46550;A2TUGXYUVOS9VV; 
44343;A3HXIOYLHJEXZ6;Chicago, IL USA
46674;A3LPD7NTGFH7V4;seattle
62543;A108A421PC6MH3;Houston, Texas USA
40063;A4K5YIQA7RWWI;Lafayette, IN United States
51012;A3NJ6BKPP7IUQ9;Here, there and everywhere
41371;A1EYUZTL1RY5CV; 
12001;A17LSEN4UY4XZQ;Spinnerstown, Pa USA
44025;A363CXEK99PV3;Eeklo, Vlaanderen (Belgium, Europe)
92404;A14H7A83UBAFKN;Cullman, AL USA
30755;AGLSYXARIWRFA;U.S.A.
10560;A1F9Z42CFF9IAY;SF Bay Area, CA United States
389397;A3IDP53YADDJC1;Shawnee, OK United States
57157;A15QTN181IBEE;Denton, Texas
3286;A1RVF43G6YKDTK;Los Angeles, CA United States
32367;APXZRLC8LO165; 
103206;A36FN5QKMSBVWN; 
56280;A3NIEFATY4VZOM;Baltimore, MD USA
19923;A349MGZV85SZPH;Spring, TX United States
60851;A3OPTA3RU2UCQ; 
248156;AEO407GROR6JB;Annandale, VA USA
18273;ACFTPKBAVA1F8;Franklin, PA United States
97356;A4IDEEC1J4SJA;Westchester, CA United States
99340;A3C47XJWEKH7V0;United States
14912;A1RKD1I8MW1LG6;Delaware
3225;AX52ULYSK82AF;San Mateo, Ca United States
153309;A2NMXYVQYTWMLD;Blacksburg, VA
44637;A2S3AJQVH8710K;Toms River, NJ USA
139844;A3AAG8GPFAR8Y7;United States
59272;AI0MXXUR866II; 
13461;A3D6TFYRMIV3ZL;from somewhere between California and Germany
239396;A2VJM2IUTB93R7;Long Beach, CA
53044;A13KPPJHXVKTDL;Bowling Green KY
32933;A22R3OU44THKDD;Scottsdale, AZ
12410;AXO7L3S6K36ZB;Tango2200@Hotmail.Com
129781;A3LA6Z7WUNN8P3; 
7394;A37UENS3VQH347;Texas
31165;A31NI2IHV4LD71;Ohio
64507;A2BFPZW3MUZ3O9;Fort Collins, CO USA
136580;A2OB2OEWJRGUQU; 
4172;A3MZ1QCE4WUUR3;Vero Beach, Florida
47;AQE41QO3NEUMW;Los Angeles
31526;AVT74AIOZCWSJ;California USA
11484;A1HAL6ZQ8MUJSD;Toronto
369306;A2XGD133BN97BD;Midwest USA
115482;AU58B4KSQYPXT;Charlotte, NC United States
43104;AEJ3WF5LGRHB3;Bronx, NY USA
27085;A1S31XLRRB11US;Silsbee, Texas United States
92006;A1J64Q8XTUUIIY;USA
157818;AZNC7S3CLZ0XT;San Marcos, CA United States
121095;A2JG0Z691ZEC5;Michigan
155663;AK5YTG74EW6PI; 
147202;A1RWD53EVVWADG; 
65749;A360IKMBK5HJ16;NY
227566;A2FUORB98VNOX4;michigan
165201;A2OTCWVI11RBNW;Silver Spring, MD United States
14131;A1XXBVRRNGBG5Y;H-Town, Tx, USA
72259;AZ1H3VLCDR298; 
60113;A2FVPTS77ALKLV;MARYLAND
13928;A2RJ751QPZ6EQZ; 
169786;A2NUW3RDT5UPHP;NYC
68919;A11F0ECHMYDWIN;Stuarts Draft, VA United States
11873;A26OR9VFY3J8CT;Ohio United States
87862;AGW1ER7RCXQNN;Effingham, NH USA
33395;A3L31489BCB1D7; 
32919;A1K2ZXT12U5RQK;Thornton, CO USA
70631;A2MHHKKOY4JMNV;Chicago, IL
93653;APHLVB3XU21TJ;Austin, TX
47684;A1PN3R8DXRQ1C3;Australia
342579;AR5H7GBUVLRP;America
14178;A3Q5S9VH832QW5;USA
137606;A2NDI4N7NEX219;United States of America
130277;AHY9EY9HGQTP6;Stow, Ohio United States
110302;A3LGT6UZL99IW1;Self Employed in Oak Lawn, IL USA
129905;A13UNI8CGB0GC1;Halethorpe, MD United States
57046;A1YRLJHO1IC408;California
32915;A257BAONEFMHOH;CA. United States
36817;A2X7NBUETXC19E;Northern Virginia
50562;AOASK3RBRA7HE;Iowa, USA
35907;AF929U2N3LQPQ;New York City
16509;A1MNRQCTURUNLF;NYC
6827;AM830M78NM3JP; 
132987;A14C3INW5HPXTN;Bayside, New York United States
19967;A3PR4ZSBDUL4EG;Columbus, OH United States
107378;A1PYXUW5QLS93B;Minneapolis, Minn, Silicon Tundra, USA
16614;A1XCM3X4GOZHYJ;Clarksville, TN
10785;A15YPJLKLZS0MK;household chores in Superior, WI USA
56317;A9Y5S2BKV7SYV; 
57415;A1WQ2UAJ3Q4R2O; 
28984;A3EZ2PLA8AFPIF;Downers Grove, IL
100094;A2P03WXQ95GSH7;Bronwyn, Australia
29086;A1ZP1R4GZNB46J;St. Louis, Missouri United States
2572;A3EBNWSFYPCSXK;Seattle, WA USA
286177;A25IWZPDRE0NMQ;FL
97334;A30EJMW8FOKE1D;Mebane, NC United States
25417;A5CWLQF6QO3CN;Sydney, Australia
92699;A1DHNC125851OZ;Canton, Michigan
372264;A1Q87II9MJL7JF;Concord, NH
11647;AYHEQMT5Y1AXC; 
95271;AN752U9MHN5P5;Dublin, OH United States
189254;A385SK1F1ZO6QM;USA
112149;A17VI5JKD3AQFH;ROCK CITY
6049;A3N6B34ELZ0S15;Rolling Hills Estates, CA United States
73659;A2U22M4AXDZDYU;New Jersey, USA
7493;AZ4I8NOFX04XD;Kamuela, HI USA
83367;ADBP55ARHCXQD;Hammond, LA
194306;A3BX6HDBOF8BAL;Chicago's North Side (Edgewater)
62300;A2XXRV1FLWB4MH;Hollywood, CA USA
18144;A21DF35B7GOJLG;Kansas City, Missouri
175390;A3IH9OTG5JIWWN; 
4735;A2000DWMMYNIYB; 
41680;AD2DDHLD6FRFM;Atherton, Ca United States
58031;A3OEDOH9VKPNGH;Glendale, AZ United States
35820;A1R8AO9XASQ15C;Sherman, Texas United States
94145;AH2647108RM74;Washington, DC United States
9176;A2K903EV5ONV6;SF Bay Area
56661;A14HIU1RVQ9D6Y; 
151645;AEX5JTHQTNH26;Lexington, VA USA
44144;A34KZYE51A0A19;Illinois, USA
168132;A1YZICJWH31ULL;Ponce Puerto Rico
7386;A2M4R8R6SU049A;Pearland, Texas United States
6217;A1HJZL0WKCOTSF;USA, Florida
266530;A30YM91ARQDGN7;Broward Co., FL, USA
45597;A196WNS4XO3U0M;Huntsville, AL United States
63416;A2BTYX4QNN3S20;New Brunswick,, NJ USA
35188;A1OVF0KSZZRTEV;Ashland, MA USA
260057;A2N8VJQ000QGMP;Natick, MA United States
23300;A28Q8I8KAPNM6J;Central Wisconsin United States
119191;AJQIEFXFANX0;USA
145975;A1V32N0KL61OIS;san francisco
88766;A33FS5H3CPDR6D;Sunset Beach, California
35201;AXJXB89NPQA6E;Tamarac, FL United States
94931;A2REQUI85URT87;Washington, DC
73256;A3JG68T4FP07NX; 
156448;AAO0EIPC6F34Z;Cincinnati, OH
2577;A1ILRRE6Q4QTMC;United States
16612;A1HX00DL0SZM1G;Washington D.C.
129844;A250BSGR31NVPS; 
10395;A24KZBAAUTC83R;Montana
84848;A2CKNE7M15AXLL;Raytown, Missouri United States
56259;A2KAU5BF41AKHN;Manteca, CA United States
65406;AF17SP0JQQ5JD;Ottawa, Canada
100018;AIZA39M8ZAQDO;USA
3532;A1Z4STT4XVITDO;California, United States
5168;A38TC59GM2WW1X;Los Angeles, CA USA
6318;A3QFE1H3RUP6Z7;Kitchener, ON, Canada
95616;AYZG6B6IZFDXW;Commerce Township, MI USA
139592;A19K9MFJ16WYV9; 
140877;AL6ASOU0JHMAI;Michigan, USA
17577;A2HJB9J5O5CLPB;Eastern, PA United States
106224;A35GHU6BC3I1AW;Silver Spring, Maryland USA
75843;AH09XLCE12IO7;Salt Lake City, UT
147893;A2PHQPZ36HE4MN;London, Ontario
5197;A3L1RFRDUDMT9N;the lower depths
71942;A2QZX5RPU8BAGK;Casper, WY USA
5166;A2F0TAFTW6B9MV; 
12196;AR61Y2VWLST1V;The Overlook Hotel
93056;A2NYQCLFQRTI74;Montreal, Canada
39710;A1CNXZRXVOILNT; 
87099;A2UZ4J4G9BPWWT;CA United States
84033;A1ZM399WZ7L8BZ;NJ :  the Armpit of the USA
150666;A2H47C4PXN48Q6;Aarau, Switzerland
25670;AZRJD36DTXFIW;Mexico
244303;A2M220E54JVXZI;Alexandria, VA USA
106407;A2K4VVYCBKO1JJ;USA
102019;A2A4FNEL8W0LZI;Dubois, Wy USA
11397;A22FG74SUZWRFV; 
248708;A1HGEB35693SKT; 
136096;ABU5M0NO38FS2; 
44222;A1NXGXR3RYV0Y6;United States
214794;A1CARZN013NHZI;San Diego, CA
250625;A27ZPLZ9BQGJKJ;Lexington, KY USA
198514;A1F7N3PXX3VUBG; 
48774;A5LYQUIU2WYC5;Bolingbrook, IL United States
168965;ATY1TGX2BDL53;Huntsville, AL USA
258406;A1XU1GUY4BRE97; 
269005;A1YO1EEPOACK7Q; 
15209;A12EC2L7BMJM3R;Burlington, NC United States
65461;A1FX80GAU3K2D5;Suburbia Atlanta, GA
24357;A1A4DEENGHK51T;Arlington, TX USA
65456;AXHW1NNXXPCM6;Newbury, MA USA
370437;ACVLLA37BN9KY;Salem, Ma United States
150687;A20JSDQSIOH7DQ; 
81699;A14NBRS2Y9I10S;Iowa City, Iowa
196141;A17GMVWZ29KJIO;NY
14413;AVCP8324OBMFB; 
27246;A15XNT79BMHKXN;New Jersey
123655;A2M78XJP8T3GL7;in the Anime aisle
105606;A22KUM4BTY5E2J;TEMPLE, TX USA
56272;A18ZM0DL1MWZQ0;Monument, CO USA
11906;A1GHUN5HXMHZ89;Burke, VA USA
6890;AB5IZG2IANQ8G;Mishawaka, IN United States
5397;A2L6U8RY1I05MU;Plano,TX
15725;A2LXYUFE96D43S;Muskogee, OK USA
41689;AYNFE0VWMGS7O;HALEDON,NEW JERSEY
175612;A141L1MUXVSZ8H;Madison, WI
29863;A1MI9FDCNB3CMR;the back 9
8859;AJKPVV8L8XX8W;Rural Retreat, VA United States
69145;A369FL43G2UA2M;Melbourne, Victoria Australia
188995;A3EGJVEKDHZMP6;Westernport, MD, United States
24849;A3L8CZT6T4K4PC;Smithtown, NY United States
36271;A8OU2FHE8QWFS;West Salem, WI United States
123498;A77ZNS4TU574L; 
129054;A2XDLL9S563AZW;Woodstock, Ga USA
334708;A2RBF3WSMAF76O; 
80288;AZB2XL16IA1XA; 
275806;A31GV9QNGWVEOR;New Hampshire
19976;A1VDVOO7Z6LP7Y;Pittsburgh, PA United States
75287;A216JRGHBFRDXA; 
136753;A205ODXUF196C9; 
62588;AQNFGEZB4YZHK;Cortlandt Manor, NY USA
36600;A2F7XTL4KHDZME;Chicago, IL United States
27466;ABN9MWPSML86;Madison, WI
2756;A25P3N6V8ALAPL;Seattle, Washington
34049;A1PPLI6JONWUKD;Bayonne, New Jersey
141250;A1G1CA1WXD2AE2;Graphic artist/DVD reviewer in San Antonio, TX USA
15052;A1ZM45NJ4DPG4N;Bangalore, India
29277;AF1179LHRKDVO;Wasilla, AK United States
341558;APSW9W610UHWW;Outside Boston
268648;A1EC74M4XBTAWG; 
42930;A8HSKERHIDCVH;Malden, MA USA
54948;A3NTNZJXQRN7QE; 
177;A3D550GH0U6T5C;California
37250;A268WAQS5WNMGJ;Winchester, MA USA
253583;AT26525J5UML6;Boston, MA
53296;AXC8NTU8DL2WB;brooklyn
19697;AVHCWL9AHLEL9;Fremont, CA United States
55863;AYMM2KV2UJDZ; 
315166;A2WJ392PHUV2HM; 
65630;A1HL84KOAB32ZI;Texas, USA
325115;APTA4K10LDA6W;NYC, NY
82125;A2MO8QZTNYYB98;United States
37719;A1972J1B1XGRHS;Astoria, NY
52996;A3H5HOERUN593Q; 
9352;A3832F4CZPHZNX;MI
232853;A2IJEF0C29N368;New York, NY United States
26282;AHDJ6Q2QGL9DM;United States
30816;A26O0T192IBKY1;Atlanta, GA. United States
99502;AO31JF8HT1ONU; 
179892;A7VNCOGWBNG0B; 
26147;A1B6O57N3LE7XK;Oklahoma
3798;ALJGB7XHPFCR;San Diego, CA USA
29282;A27HJBFDSTFVFG;Sometimes Sunny California
231993;A1GKKZ62D9DVB8;Moline, Illinois
123324;A1TWRSW3DZF7L8; 
21168;A2T6JOAC8SWXUV;Atlanta, GA
38862;AH2IZ7THGW360;Illinois
86176;AM5D1IQ8K6P3M;VA
10523;A4K1SSFWR495O;Europe and USA
308576;A1MO79MDHXB9J3;Suburbs, USA
157088;A37S3ACL57LN62;USA
177713;AOU1HOJVW1XFU; 
76455;ALXNJZDCLLLGP;East Haven
143678;A24P4XOBMMD9IO;Waycross,Ga.
60218;A1U5BRBPMTTGWN;Atlanta, GA USA
12169;A3SDN9F3K5ZJLN;Lake Charles, LA  USA
23438;A1GVDSLA6JZG1P;Crossett, AR
47625;A2YWO3BJD9ZPPC; 
58491;A1BFHTIKW14JV9;USA
73643;A2K7UODF2NWTM9;New York
14611;A2YESRLSWE0XGI;Iskandria
187231;A2227CP6VXNIVR;pdx United States
65804;A2Z8VT3C2GO95Z; 
24352;A69Z3F9A2ILNP; 
150432;A4B2S1K33QC47;Australia
20947;A2UOFHT7OX0E28;Stevens Point, Wisconsin United States
188891;ATJY4W87YMEV4;Miami, FL USA
78549;A2GQBRNOKAR8P6;United States
36748;A9GPX078GEK4I;Southeastern PA USA
56964;A397WAS5Q7Q7LQ;Warren, New Jersey
193582;A1ASIUUOVXXADX;California, USA
189466;A2DQN99S51ND8D;Bradenton, Florida
251216;A39C94HTW218UC;pa
54785;A2CKCSBZJ19VYI;  
28419;A8W4SNYSDQD2D; 
66905;A1FFST9J45QD1M;lexington, KY United States
2698;A3NV9ZPFK5EJ2C;Western IL USA
70894;A2PBDB92U5WIJA;Los Angeles, CA United States
16325;A34VYH8JJX3IV8;IN, United States
53888;A2JMS2OH762VLF;Washington, DC
106877;A379FTDQT1NKSN;charleston, il USA
71791;A2KF9C81HER17Y; 
5313;A3L0E4CASGNBQ;Urban Los Angeles
72402;AKO2AF4FQTGTE;Marion Hts, Pa United States
205843;A3QMYGIY6EISC8; 
37652;A18PSYIYVGOU54;Tampa, FL United States
228373;A1CUZCWANFNWVB;Oswego, IL United States
45278;AWYXZ3MWMB6XG; 
34624;A2S3F5IOF9560H;Northern California
7741;AUVX4758GOLUX;CHAPEL HILL, NC, United States
51528;A3APCNWFP8B0CB;New York
264004;A32N079448OVF6;Dayton, Ohio United States
117436;A2AXTPUV6TMWYL;Turku, Finland
89201;ADL8FE8XPGBWE;Madison, Wi United States
112900;A3MCIFXE7SNAX8;Brookline, MA
10889;AUHG8KSHI529U;Entrepreneur in Saline, MI
231059;AEQ9CDJTE9F3Z;NY
257551;A1R96CRCV76XR0;Residing in beautiful Lake Superior
41676;A1BGITI33P8MZG; 
307713;A3LYJJBRJG647G;ny, usa
2302;AU4J4F58Y6ATH; 
27214;A5JLAU2ARJ0BO;Mother Earth
43556;A5WJYIVOHO5A8;Longmont, Colorado United States
76353;A3S1HAQDAFM6FD;California, USA
71582;AFN32PGTZ31MV;Rochester, NY USA
12961;A30JWBSVCFYXPE;Toronto, Ontario Canada
37117;A23GJ3CTAPCLY8;Biddeford, Maine United States
205931;A3M9SRLZSZE45X;Rapid City, South Dakota United States
57914;A3RYIN4KHLR3Y1;Dallas Tx
66191;A1SX8V30IP3NFP;Brazil
355811;AVPY9B8NYUMJG;Sunnyvale, CA USA
37681;A203AMDSZ46VW9;Minneapolis, MN
65378;ACLHO5T6TMNPM;Boston
239877;A2SIUOOVNZQVFY;Michigan, USA
187647;A2B9R9LAZ29V7G;Knoxville, TN USA
51356;A2GZTI0EIOCQNZ;Houston, Texas United States
6365;A316FKPJ2D9JUY;Texas USA
366426;A12LLXX7ON7HXB;USA
98663;A2URBPEVJ8RYE5;Sacramento, CA USA
17324;ATDXQ9KCG6BEU; 
91986;A1D978R3IH9H92;Switzerland
43568;A1ZPB7M2DLKJAL; 
111772;A2JIU9KUIZ71E2;El Paso, TX
113299;A2CRDRW9VFVQX9; 
211127;A2UQNW1ZRE9LXM;Salem,  MA
80453;A1A0CEJSI9O1X0;Tarzana, CA USA
118688;A3GPTV262N9KYC; 
221037;A3F3UARRAYEQH6;Soquel, CA United States
13756;A5PR48X6RGSCA;New Haven, CT, USA
13760;A25PAECTYS2CDO;Valrico, FL United States
147701;A21SICA8S8450N;N.C.
154373;A3AJ5U48TN0REQ;San Francisco, USA
65827;A1QU4FWTQGN14W;Bakersfield, Ca United States
280141;A9K0YU07JICHI; 
171441;AP3V63JVKLEO5;Brady, TX,   USA
37105;A133T07WO5KYX3;Public Affairs/Public Relations in San Antonio, TX, United States
768;A34WLHY06FVBKP;Harrisburg, PA  USA
121312;A19D2SBM4FLBT7;Villa Park, CA USA
31605;A1II7FZAKKO0X8;USA
14772;A2O3HUMA1EAIV9; 
65754;A2PO8RRYIYLQ88; 
137710;AQZKP1G8LSSR6;Istanbul, TURKEY
5006;A1GN8UJIZLCA59;NJ, USA
19474;AFB2YKKZO439A;Australia
14405;A2VNZA22F2QTD8;Aarau, AG Switzerland
107471;AWJ327BVMONI;Chicago, IL
14123;A24WQ0ZEGXHX6J;Ogden, Utah
1417;A12VLDRXARVSGN;West Chester, PA USA
97725;A1TPL1SRGIRTAW; 
3114;A2Z964A6838QO6; 
112068;A35CLKCUCRITU1;WA
9171;A23CPJK68TW1UK;Charlotte, NC United States
57050;A39EY01OVTG45N;new Mexico
7440;A2CE4PI1PI7TR2;middle america
71757;ADWNPHCOS8I5Q; 
54706;A184EFWP7D688K;Ontario, Canada
164433;A1XP2TMQOYBPE3;Sherman Oaks, California USA
7468;ATNQJL1SF21TS;New York, NY USA
120652;A17DPIZYZCL19T;Australia
3813;A8F2AZWB20X1H; 
83452;A36EJF820E7MP1; 
174164;A26N6N0C7DVHZ9;Las Vegas, NV USA
64600;A226HIHIVFUPLL;Okemos, MI United States
514433;A2WWXB9FCUNSO1;Denver, CO United States
56985;A2HUJOWFWIRN1M;Earls Court, London United Kingdom
35184;AYCOXQWYAAG62;Elgin, TX United States
17082;A3N48NHTSIIJ1;Lancaster OH
43103;A2BH2BDFIDZY3K;Fairfax VA USA
6870;A4OSXRZR2BMX8;San Antonio, TX United States
60101;A1BAGB0MH4ZVO1;stamford, ct USA
33976;A1FR68QH6Z4YZM;California, USA
5126;A2NYRIVZOWBD31;Ohio
17470;A34HU36L18BM2C;Nashville, TN United States
41582;A4BWRDMRF4637;Bedford, NH USA
82298;A18ZY8P0XYBVB9; 
81913;A54DEGICQXPZ8;Cumberland, RI
32876;A2GBNMYG9P9KCM;Area 51's ruins 40 years from now
126844;A30ELZV0N6M1GZ; 
3175;APWY5SPO12LJQ;Pflugerville, TX USA
1313;A3RINLIDX74QLP;Groton, CT
81703;A1CD0HMQGHY1VX;Minnesota, United States
243209;A1QQMG02D4JHKS;Michigan, USA
21985;A3T9G3IZA0ZRV9; 
50111;A3BWB5POBZ4DPN;Walden, New York United States
21857;A18OTCMEPORSBL;Halifax, Nova Scotia, Canada
17607;A10ZE8HITPZ503; 
65743;A1B148FHKOAXAY; 
143729;A2S21YSKUHQZCL;Novi, Michigan USA
1179;A3HVMEADHO50BC; 
17567;A1VMIBRD783JX9;Fort-Coulonge, Quebec Canada
3970;A1E2EI93MJW6QK;Newtown, PA United States
122029;A2SGDDTE2ADAD;Austin, Texas United States
39218;A3RIJ0XJRU78ZZ;Maryland
41161;A2UUBPM4ZRSEQ0;USA
39130;A2YJIX7GBGARI;USA
178708;A1TITZ0AVE5FL8;Brooklyn, NY United States
110802;A1KCAB6A5E93IE;USA
20124;A6R6640TTX0N; 
83729;ABHBYZWLNG2CB; 
29196;AB0P7Z3H6ZJDF;Independence, Ohio USA
13247;A3F7RHVPZ3I75;Tarzana, Ca. USA
